"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"3","1","1","2","4","5","1","1","3","2","2","2","17","8","1","2","4","2","2","1","1","1","1","2"
"3","1","1","2","4","3","2","1","3","2","2","2","17","8","1","2","4","2","2","0","1","2","2","1"
"3","1","1","1","4","1","1","1","3","2","2","2","17","8","1","2","4","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","1","3","2","2","2","17","8","1","2","4","2","2","1","1","1","1","2"
"1","1","1","1","1","1","1","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"1","2","1","2","2","2","2","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"1","2","1","2","2","4","1","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"1","2","1","2","2","3","2","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"1","2","1","2","1","2","1","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"1","2","1","2","1","2","2","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"1","2","1","2","1","2","1","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"1","2","1","2","1","1","1","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"1","2","1","2","3","2","2","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"1","2","1","2","3","1","2","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"1","2","1","1","1","2","2","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"1","2","1","1","1","3","1","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"1","1","1","1","2","2","2","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"2","1","1","1","3","4","1","2","1","2","2","2","3","2","5","3","2","2","2","0","1","2","2","1"
"2","1","1","1","3","5","1","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"2","1","1","2","3","2","2","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","2","1","2","2","2","3","2","5","3","2","2","2","1","2","1","1","1"
"3","1","1","1","4","4","1","2","1","2","2","2","3","2","5","3","2","2","2","1","2","1","1","1"
"3","1","1","2","4","5","1","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","1"
"3","1","1","2","4","3","2","2","1","2","2","2","3","2","5","3","2","2","2","0","1","2","2","1"
"3","1","1","1","4","1","1","2","1","2","2","2","3","2","5","3","2","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","2","1","2","2","2","3","2","5","3","2","2","2","1","1","1","1","2"
"1","1","1","1","1","1","1","1","4","3","1","2","7","3","2","4","2","2","2","0","1","1","1","1"
"1","2","1","2","2","2","2","1","4","3","1","2","7","3","2","4","2","2","2","0","1","1","1","1"
"1","2","1","2","2","3","2","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","2","1","2","1","2","2","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","2","1","2","1","2","1","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","2","1","2","3","1","2","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","2","1","1","1","3","1","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","3","1","2","2","1","2","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","3","1","2","2","3","2","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","3","1","2","2","4","1","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","2"
"1","3","1","2","1","1","1","1","4","3","1","2","7","3","2","4","2","2","2","0","1","1","1","1"
"1","3","1","1","1","1","1","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","3","1","1","3","2","2","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"2","1","1","1","3","4","1","1","4","3","1","2","7","3","2","4","2","2","2","0","1","2","2","1"
"2","1","1","1","3","5","1","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"2","1","1","2","3","2","2","1","4","3","1","2","7","3","2","4","2","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","1","4","3","1","2","7","3","2","4","2","2","2","1","2","1","1","2"
"3","1","1","1","4","4","1","1","4","3","1","2","7","3","2","4","2","2","2","1","2","1","1","2"
"3","1","1","2","4","5","1","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"3","1","1","2","4","3","2","1","4","3","1","2","7","3","2","4","2","2","2","0","1","2","2","2"
"3","1","1","1","4","1","1","1","4","3","1","2","7","3","2","4","2","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","1","4","3","1","2","7","3","2","4","2","2","2","1","1","1","1","1"
"1","1","1","1","1","1","1","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","1"
"1","2","1","2","2","2","2","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","1"
"1","2","1","2","2","3","2","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","2"
"1","2","1","2","1","2","2","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","2"
"1","2","1","2","1","2","1","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","2"
"1","2","1","2","3","1","2","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","1"
"1","2","1","1","1","3","1","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","1"
"1","4","1","2","2","2","2","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","1"
"1","4","1","2","2","5","1","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","1"
"1","4","1","2","2","4","2","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","2"
"1","4","1","2","2","2","2","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","1"
"1","4","1","2","3","1","2","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","1"
"1","4","1","2","3","4","1","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","1"
"2","1","1","1","3","4","1","2","3","3","2","2","11","1","2","4","2","2","2","0","1","2","2","2"
"2","1","1","1","3","5","1","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","1"
"2","1","1","2","3","2","2","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","2","3","3","2","2","11","1","2","4","2","2","2","1","2","1","1","1"
"3","1","1","1","4","4","1","2","3","3","2","2","11","1","2","4","2","2","2","1","2","1","1","1"
"3","1","1","2","4","5","1","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","1"
"3","1","1","2","4","3","2","2","3","3","2","2","11","1","2","4","2","2","2","0","1","2","2","1"
"3","1","1","1","4","1","1","2","3","3","2","2","11","1","2","4","2","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","2","3","3","2","2","11","1","2","4","2","2","2","1","1","1","1","2"
"1","1","1","1","1","1","1","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","1"
"1","2","1","2","2","2","2","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","1"
"1","2","1","2","2","3","2","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"1","2","1","2","1","2","2","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"1","2","1","2","1","2","1","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"1","2","1","2","3","1","2","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"1","2","1","1","1","3","1","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"1","4","1","2","2","2","2","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","1"
"1","4","1","2","2","5","1","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","1"
"1","4","1","2","2","4","2","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","1"
"1","4","1","2","2","2","2","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"1","4","1","2","3","1","2","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","1"
"1","4","1","2","3","4","1","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"2","1","1","1","3","4","1","1","3","1","2","4","20","3","1","4","4","2","3","0","1","2","2","2"
"2","1","1","1","3","5","1","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"2","1","1","2","3","2","2","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","1"
"3","1","1","1","4","2","2","1","3","1","2","4","20","3","1","4","4","2","3","1","2","1","1","2"
"3","1","1","1","4","4","1","1","3","1","2","4","20","3","1","4","4","2","3","1","2","1","1","2"
"3","1","1","2","4","5","1","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","1"
"3","1","1","2","4","3","2","1","3","1","2","4","20","3","1","4","4","2","3","0","1","2","2","1"
"3","1","1","1","4","1","1","1","3","1","2","4","20","3","1","4","4","2","3","0","1","1","1","2"
"3","1","1","1","4","2","2","1","3","1","2","4","20","3","1","4","4","2","3","1","1","1","1","2"
"1","1","1","1","1","1","1","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","1"
"1","2","1","2","2","2","2","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","1"
"1","2","1","2","2","4","1","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","2"
"1","2","1","2","2","3","2","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","1"
"1","2","1","2","1","2","1","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","2"
"1","2","1","2","1","2","2","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","1"
"1","2","1","2","1","2","1","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","2"
"1","2","1","2","1","1","1","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","1"
"1","2","1","2","3","2","2","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","2"
"1","2","1","2","3","1","2","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","1"
"1","2","1","1","1","2","2","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","2"
"1","2","1","1","1","3","1","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","1"
"1","1","1","1","2","2","2","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","1"
"2","1","1","1","3","4","1","1","6","2","2","2","7","6","1","2","2","2","1","0","1","2","2","1"
"2","1","1","1","3","5","1","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","1"
"2","1","1","2","3","2","2","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","1"
"3","1","1","1","4","2","2","1","6","2","2","2","7","6","1","2","2","2","1","1","2","1","1","2"
"3","1","1","1","4","4","1","1","6","2","2","2","7","6","1","2","2","2","1","1","2","1","1","2"
"3","1","1","2","4","5","1","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","1"
"3","1","1","2","4","3","2","1","6","2","2","2","7","6","1","2","2","2","1","0","1","2","2","1"
"3","1","1","1","4","1","1","1","6","2","2","2","7","6","1","2","2","2","1","0","1","1","1","1"
"3","1","1","1","4","2","2","1","6","2","2","2","7","6","1","2","2","2","1","1","1","1","1","2"
"1","1","1","1","1","1","1","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","1"
"1","2","1","2","2","2","2","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","1"
"1","2","1","2","2","3","2","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","1"
"1","2","1","2","1","2","2","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","1"
"1","2","1","2","1","2","1","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","1"
"1","2","1","2","3","1","2","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","1"
"1","2","1","1","1","3","1","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","1"
"1","4","1","2","2","2","2","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","1"
"1","4","1","2","2","5","1","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","1"
"1","4","1","2","2","4","2","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","2"
"1","4","1","2","2","2","2","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","1"
"1","4","1","2","3","1","2","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","1"
"1","4","1","2","3","4","1","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","1"
"2","1","1","1","3","4","1","1","3","1","2","1","22","6","2","2","2","3","1","0","1","2","2","1"
"2","1","1","1","3","5","1","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","2"
"2","1","1","2","3","2","2","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","1"
"3","1","1","1","4","2","2","1","3","1","2","1","22","6","2","2","2","3","1","1","2","1","1","1"
"3","1","1","1","4","4","1","1","3","1","2","1","22","6","2","2","2","3","1","1","2","1","1","1"
"3","1","1","2","4","5","1","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","2"
"3","1","1","2","4","3","2","1","3","1","2","1","22","6","2","2","2","3","1","0","1","2","2","1"
"3","1","1","1","4","1","1","1","3","1","2","1","22","6","2","2","2","3","1","0","1","1","1","1"
"3","1","1","1","4","2","2","1","3","1","2","1","22","6","2","2","2","3","1","1","1","1","1","2"
"1","1","1","1","1","1","1","1","5","3","1","2","8","2","3","3","1","1","1","0","1","1","1","1"
"1","2","1","2","2","2","2","1","5","3","1","2","8","2","3","3","1","1","1","0","1","1","1","1"
"1","2","1","2","2","3","2","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","1"
"1","2","1","2","1","2","2","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","2"
"1","2","1","2","1","2","1","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","1"
"1","2","1","2","3","1","2","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","1"
"1","2","1","1","1","3","1","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","1"
"1","3","1","2","2","1","2","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","1"
"1","3","1","2","2","3","2","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","1"
"1","3","1","2","2","4","1","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","2"
"1","3","1","2","1","1","1","1","5","3","1","2","8","2","3","3","1","1","1","0","1","1","1","1"
"1","3","1","1","1","1","1","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","1"
"1","3","1","1","3","2","2","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","2"
"2","1","1","1","3","4","1","1","5","3","1","2","8","2","3","3","1","1","1","0","1","2","2","1"
"2","1","1","1","3","5","1","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","2"
"2","1","1","2","3","2","2","1","5","3","1","2","8","2","3","3","1","1","1","0","1","1","1","1"
"3","1","1","1","4","2","2","1","5","3","1","2","8","2","3","3","1","1","1","1","2","1","1","2"
"3","1","1","1","4","4","1","1","5","3","1","2","8","2","3","3","1","1","1","1","2","1","1","1"
"3","1","1","2","4","5","1","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","2"
"3","1","1","2","4","3","2","1","5","3","1","2","8","2","3","3","1","1","1","0","1","2","2","1"
"3","1","1","1","4","1","1","1","5","3","1","2","8","2","3","3","1","1","1","0","1","1","1","2"
"3","1","1","1","4","2","2","1","5","3","1","2","8","2","3","3","1","1","1","1","1","1","1","2"
"1","1","1","1","1","1","1","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"1","2","1","2","2","2","2","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"1","2","1","2","2","4","1","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"1","2","1","2","2","3","2","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","1"
"1","2","1","2","1","2","1","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"1","2","1","2","1","2","2","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","2"
"1","2","1","2","1","2","1","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","1"
"1","2","1","2","1","1","1","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","1"
"1","2","1","2","3","2","2","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"1","2","1","2","3","1","2","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","1"
"1","2","1","1","1","2","2","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"1","2","1","1","1","3","1","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","1"
"1","1","1","1","2","2","2","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"2","1","1","1","3","4","1","1","3","2","2","1","22","6","3","4","2","2","2","0","1","2","2","1"
"2","1","1","1","3","5","1","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","2"
"2","1","1","2","3","2","2","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","2"
"3","1","1","1","4","2","2","1","3","2","2","1","22","6","3","4","2","2","2","1","2","1","1","1"
"3","1","1","1","4","4","1","1","3","2","2","1","22","6","3","4","2","2","2","1","2","1","1","1"
"3","1","1","2","4","5","1","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","1"
"3","1","1","2","4","3","2","1","3","2","2","1","22","6","3","4","2","2","2","0","1","2","2","2"
"3","1","1","1","4","1","1","1","3","2","2","1","22","6","3","4","2","2","2","0","1","1","1","1"
"3","1","1","1","4","2","2","1","3","2","2","1","22","6","3","4","2","2","2","1","1","1","1","2"
"1","1","1","1","1","1","1","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"1","2","1","2","2","2","2","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"1","2","1","2","2","3","2","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"1","2","1","2","1","2","2","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"1","2","1","2","1","2","1","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"1","2","1","2","3","1","2","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"1","2","1","1","1","3","1","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"1","4","1","2","2","2","2","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"1","4","1","2","2","5","1","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"1","4","1","2","2","4","2","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"1","4","1","2","2","2","2","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"1","4","1","2","3","1","2","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"1","4","1","2","3","4","1","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"2","1","1","1","3","4","1","2","1","3","2","1","4","6","1","1","2","2","2","0","1","2","2","2"
"2","1","1","1","3","5","1","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"2","1","1","2","3","2","2","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"3","1","1","1","4","2","2","2","1","3","2","1","4","6","1","1","2","2","2","1","2","1","1","2"
"3","1","1","1","4","4","1","2","1","3","2","1","4","6","1","1","2","2","2","1","2","1","1","2"
"3","1","1","2","4","5","1","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"3","1","1","2","4","3","2","2","1","3","2","1","4","6","1","1","2","2","2","0","1","2","2","2"
"3","1","1","1","4","1","1","2","1","3","2","1","4","6","1","1","2","2","2","0","1","1","1","2"
"3","1","1","1","4","2","2","2","1","3","2","1","4","6","1","1","2","2","2","1","1","1","1","2"
"1","1","1","1","1","1","1","1","6","3","1","3","9","6","1","1","4","2","3","0","1","1","1","1"
"1","2","1","2","2","2","2","1","6","3","1","3","9","6","1","1","4","2","3","0","1","1","1","2"
"1","2","1","2","2","3","2","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","1"
"1","2","1","2","1","2","2","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","1"
"1","2","1","2","1","2","1","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"1","2","1","2","3","1","2","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"1","2","1","1","1","3","1","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","1"
"1","3","1","2","2","1","2","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"1","3","1","2","2","3","2","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","1"
"1","3","1","2","2","4","1","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"1","3","1","2","1","1","1","1","6","3","1","3","9","6","1","1","4","2","3","0","1","1","1","1"
"1","3","1","1","1","1","1","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"1","3","1","1","3","2","2","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"2","1","1","1","3","4","1","1","6","3","1","3","9","6","1","1","4","2","3","0","1","2","2","2"
"2","1","1","1","3","5","1","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"2","1","1","2","3","2","2","1","6","3","1","3","9","6","1","1","4","2","3","0","1","1","1","2"
"3","1","1","1","4","2","2","1","6","3","1","3","9","6","1","1","4","2","3","1","2","1","1","2"
"3","1","1","1","4","4","1","1","6","3","1","3","9","6","1","1","4","2","3","1","2","1","1","2"
"3","1","1","2","4","5","1","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"3","1","1","2","4","3","2","1","6","3","1","3","9","6","1","1","4","2","3","0","1","2","2","1"
"3","1","1","1","4","1","1","1","6","3","1","3","9","6","1","1","4","2","3","0","1","1","1","1"
"3","1","1","1","4","2","2","1","6","3","1","3","9","6","1","1","4","2","3","1","1","1","1","2"
"1","1","1","1","1","1","1","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"1","2","1","2","2","2","2","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"1","2","1","2","2","4","1","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"1","2","1","2","2","3","2","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","2"
"1","2","1","2","1","2","1","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"1","2","1","2","1","2","2","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","2"
"1","2","1","2","1","2","1","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","2"
"1","2","1","2","1","1","1","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","2"
"1","2","1","2","3","2","2","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"1","2","1","2","3","1","2","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","2"
"1","2","1","1","1","2","2","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"1","2","1","1","1","3","1","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","1"
"1","1","1","1","2","2","2","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"2","1","1","1","3","4","1","1","1","2","2","1","7","3","1","3","1","1","3","0","1","2","2","1"
"2","1","1","1","3","5","1","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","1"
"2","1","1","2","3","2","2","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","2"
"3","1","1","1","4","2","2","1","1","2","2","1","7","3","1","3","1","1","3","1","2","1","1","2"
"3","1","1","1","4","4","1","1","1","2","2","1","7","3","1","3","1","1","3","1","2","1","1","1"
"3","1","1","2","4","5","1","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","2"
"3","1","1","2","4","3","2","1","1","2","2","1","7","3","1","3","1","1","3","0","1","2","2","1"
"3","1","1","1","4","1","1","1","1","2","2","1","7","3","1","3","1","1","3","0","1","1","1","1"
"3","1","1","1","4","2","2","1","1","2","2","1","7","3","1","3","1","1","3","1","1","1","1","2"
"1","1","1","1","1","1","1","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","1"
"1","2","1","2","2","2","2","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","1"
"1","2","1","2","2","3","2","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","2"
"1","2","1","2","1","2","2","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","1"
"1","2","1","2","1","2","1","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","1"
"1","2","1","2","3","1","2","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","1"
"1","2","1","1","1","3","1","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","1"
"1","4","1","2","2","2","2","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","1"
"1","4","1","2","2","5","1","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","2"
"1","4","1","2","2","4","2","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","2"
"1","4","1","2","2","2","2","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","1"
"1","4","1","2","3","1","2","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","1"
"1","4","1","2","3","4","1","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","1"
"2","1","1","1","3","4","1","1","3","3","2","2","6","7","1","4","2","1","2","0","1","2","2","1"
"2","1","1","1","3","5","1","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","2"
"2","1","1","2","3","2","2","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","2"
"3","1","1","1","4","2","2","1","3","3","2","2","6","7","1","4","2","1","2","1","2","1","1","2"
"3","1","1","1","4","4","1","1","3","3","2","2","6","7","1","4","2","1","2","1","2","1","1","2"
"3","1","1","2","4","5","1","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","2"
"3","1","1","2","4","3","2","1","3","3","2","2","6","7","1","4","2","1","2","0","1","2","2","1"
"3","1","1","1","4","1","1","1","3","3","2","2","6","7","1","4","2","1","2","0","1","1","1","2"
"3","1","1","1","4","2","2","1","3","3","2","2","6","7","1","4","2","1","2","1","1","1","1","2"
"1","1","1","1","1","1","1","2","6","2","2","2","10","4","3","1","2","1","1","0","1","1","1","1"
"1","2","1","2","2","2","2","2","6","2","2","2","10","4","3","1","2","1","1","0","1","1","1","2"
"1","2","1","2","2","4","1","2","6","2","2","2","10","4","3","1","2","1","1","0","1","1","1","1"
"1","2","1","2","2","3","2","2","6","2","2","2","10","4","3","1","2","1","1","1","1","1","1","1"
"1","2","1","2","1","2","1","2","6","2","2","2","10","4","3","1","2","1","1","0","1","1","1","2"
"1","2","1","2","1","2","2","2","6","2","2","2","10","4","3","1","2","1","1","1","1","1","1","2"
"1","2","1","2","1","2","1","2","6","2","2","2","10","4","3","1","2","1","1","1","1","1","1","2"
"1","2","1","2","1","1","1","2","6","2","2","2","10","4","3","1","2","1","1","1","1","1","1","1"
"1","2","1","2","3","2","2","2","6","2","2","2","10","4","3","1","2","1","1","0","1","1","1","2"
